DUNS_NUMBER;CAE1;NOME;MORADA;LOCALIDADE;COD_POSTAL;ENDERECO_POSTAL;CONCELHO;DISTRITO;TELEFONE;FAX;EMAIL;WEBSITE;NUMERO_CONTRIBUINTE;VENDAS;EMPREGADOS;FUNCAO_E7;TITULO_ACADEMICO_E7;NOME_E7
337090216;46510;DATABOX - INFORMÁTICA, S.A.;RUA SEBASTIÃO E SILVA, 23 E 23A - ZONA INDUSTRIAL DE MASSAMÁ;QUELUZ;2745-838;QUELUZ;SINTRA;LISBOA;214308400;214308499;databox@databox.pt;www.databox.pt;505939347;119164472;140;Director de Marketing;Dr.;André dos Reis
450386552;92000;SOLVERDE - SOCIEDADE DE INVESTIMENTOS TURISTICOS DA COSTA VERDE, S.A.;RUA 19, 85;ESPINHO;4501-858;ESPINHO;ESPINHO;AVEIRO;227335500;227313200;hotapart.solver@mail.telepac.pt;www.solverde.pt;500272484;115641711;1369;Director de Marketing;Eng.;Carlos Castro
452491061;53200;DHL EXPRESS PORTUGAL, LDA;RUA DO BARREIRO, 300 - CRESTINS;MAIA;4470-573;MAIA;MAIA;PORTO;211127200;218154213;info.portugal@dhl.com;www.dhl.pt;500731993;115000000;580;Director de Marketing;Eng.;Jorge Oliveira
449174754;45110;MITSUBISHI MOTORS DE PORTUGAL, S.A.;RUA DOUTOR JOSÉ ESPÍRITO SANTO, 38;LISBOA;1950-097;LISBOA;LISBOA;LISBOA;218312100;218312232;relacoes.clientes@mitsubishi.pt;www.mitsubishi.pt;500293520;114930373.9;56;Director de Marketing;Eng.;Guilherme Mascarenhas Castro
449066067;20301;CIN - CORPORAÇÃO INDUSTRIAL DO NORTE, S.A.;ESTRADA NACIONAL 13 AO KM 6, APARTADO 1008;MAIA;4470-038;MAIA;MAIA;PORTO;229405000;229485661;customerservice@cin.pt;www.cin.pt;500076936;111153720.4;664;Director de Marketing;Eng.;Reinaldo Campos
449485127;45110;AUTO-INDUSTRIAL, S.A.;AVENIDA FONTES PEREIRA DE MELO, 14 2º;LISBOA;1069-103;LISBOA;LISBOA;LISBOA;210009500;210009520;administracao@auto-industrial.pt;www.grupoautoindustrial.pt;500035350;110920591.4;378;Director de Marketing;Dr.;Miguel Callé da Cunha Lucas
454189184;46711;PETROIBÉRICA - SOCIEDADE DE PETRÓLEOS IBERO LATINOS, S.A.;RUA PADRE RAIMUNDO DOS ANJOS BEIRÃO;COVA DA IRIA;2495-454;FÁTIMA;OURÉM;SANTARÉM;249539150;243352725;pi@petroiberica.pt;www.petroiberica.pt;502840153;109865206.3;50;Director de Marketing;Eng.;Francisco Manuel de Magalhães Castel Branco de Mascarenhas
449192186;80100;SECURITAS - SERVIÇOS E TECNOLOGIA DE SEGURANÇA, S.A.;RUA RODRIGUES LOBO, 2 - EDIFÍCIO  SECURITAS;LINDA A VELHA;2799-553;LINDA A VELHA;OEIRAS;LISBOA;214154600;214154606;seguranca.electronica@mail.securitas.pt;www.securitas.pt;500243719;109764151;6388;Director de Marketing;;Firmino Fonseca
450675103;10204;RIBERALVES - COMÉRCIO E INDÚSTRIA DE PRODUTOS ALIMENTARES, S.A.;ESTRADA NACIONAL 8;CARVALHAL;2565-781;TURCIFAL;TORRES VEDRAS;LISBOA;261950000;261950009;riberalves@riberalves.pt;www.riberalves.pt;501587390;109663725.5;98;Director de Marketing;Dr.;Rui Conceição
449874148;42110;CONSTRUÇÕES GABRIEL A.S.COUTO, S.A.;FAGES;REQUIÃO;4770-464;REQUIÃO;VILA NOVA DE FAMALICÃO;BRAGA;252308640;252375871;cgasc@gabrielcouto.pt;www.gabrielcouto.pt;500072868;109253752.4;470;Director de Marketing;Dra.;Maria Gabriela Freitas Couto
449183094;17120;RENOVA - FÁBRICA DE PAPEL DO ALMONDA, S.A.;RENOVA;RENOVA;2354-001;ZIBREIRA;TORRES NOVAS;SANTARÉM;249830200;249830201;well-being-world@renova.pt;www.wellbeingworld.com;500348723;108366705.7;651;Director de Marketing;;Luis Manuel Matthes Saramago
454956277;78200;SELECT - RECURSOS HUMANOS, EMPRESA DE TRABALHO TEMPORÁRIO, S.A.;AVENIDA REPÚBLICA, 26;LISBOA;1069-228;LISBOA;LISBOA;LISBOA;210105400;219264161;isv@select.pt;www.select.pt;503299006;107954518.1;9919;Director de Marketing;Dr.;Mário Jorge Rodrigues Costa
336289611;46382;MATUDIS - COMÉRCIO DE PRODUTOS ALIMENTARES, LDA;LAGOAS PARK, EDIFICIO 5C 5.;PORTO SALVO;2740-298;PORTO SALVO;OEIRAS;LISBOA;214147100;214144429;matutano.portugal@intl.pepsico.com;www.pepsico.pt;505099420;107822583.2;572;Director de Marketing;;Isabel Salgado
449825954;62020;PT - SISTEMAS DE INFORMAÇÃO, S.A.;AVENIDA JACQUES DELORS, EDIFICIO INOVAÇÃO III E IV - TAGUS PARK;PORTO SALVO;2740-122;PORTO SALVO;OEIRAS;LISBOA;215019707;215019967;ptsi@telecom.pt;www.ptsi.pt;504585690;107379153;772;Director de Marketing;Dra.;Ana Guimarães
449122183;46711;GASPE - COMBUSTÍVEIS, LDA;RUA LAGES, 519 - ZONA INDUSTRIAL DE S.CAETANO;CANELAS;4414-007;CANELAS VNG;VILA NOVA DE GAIA;PORTO;227151270;227123422;gaspe.geral@gaspe.pt;;500033684;107231745;74;Director de Marketing;;Pedro Luís da Silva Vale Barracho Veiga
453063125;70220;ACCENTURE - CONSULTORES DE GESTÃO, S.A.;AVENIDA ENGENHEIRO DUARTE PACHECO, TORRE 1 16.PISO;LISBOA;1070-101;LISBOA;LISBOA;LISBOA;213803500;213713500;ptfinanceHelpDesk@accenture.com;www.accenture.com;502309440;106459437;772;Director de Marketing;Dr.;Rui Sales Rodrigues
449000850;10730;CEREALIS - PRODUTOS ALIMENTARES, S.A.;RUA MANUEL GONÇALVES LAGE, 988;MAIA;4425-122;MAIA;MAIA;PORTO;229014505;229011991;nacional@nacional.pt;www.milaneza.pt;500068860;105855500.4;324;Director de Marketing;Eng.;Carlos Alberto Diez Botelho
449042761;77110;EUROPCAR INTERNACIONAL - ALUGUER DE AUTOMÓVEIS, S.A.;RUA CARLOS ALBERTO DA MOTA PINTO - AMOREIRAS SQUARE, 17 2º;LISBOA;1070-313;LISBOA;LISBOA;LISBOA;213800200;214245122;ana.moura@europcar.com;www.europcar.com;500074135;105100083.3;224;Director de Marketing;;Fernando Fagulha
455130351;46510;CARRE & RIBEIRO INFORMATICA, S.A.;ZONA INDUSTRIAL DA ABRUNHEIRA, EDIFICIO 4 ESC. 2A ARMAZEM OA - SINTRA BUSINESS PARK;ABRUNHEIRA;2710-089;SINTRA;SINTRA;LISBOA;;;info.geral@carreribeiro.pt;www.carreribeiro.pt;503490571;105034087.7;130;Director de Marketing;Dr.;Manuel Munoz Cobo
449085562;58130;GLOBAL NOTÍCIAS, PUBLICAÇÕES, S.A.;RUA GONÇALO CRISTÓVÃO, 195/219;PORTO;4000-269;PORTO;PORTO;PORTO;222096111;222096200;noticias@jnoticias.pt;www.jn.pt;500096791;102549663.3;837;Director de Marketing;Dr.;Alexandre Fonseca
453495848;47711;MODALFA - COMÉRCIO E SERVIÇOS, S.A.;LUGAR DO ESPIDO;MAIA;4470-177;MAIA;MAIA;PORTO;222454191;229414966;;www.modelocontinente.pt;502501510;100606346.2;802;Director de Marketing;Dr.;Jose Fortunato
337890222;45110;RENAULT RETAIL GROUP CHELAS - COMÉRCIO E REPARAÇÃO DE VEÍCULOS, LDA;RUA DOUTOR JOSÉ ESPÍRITO SANTO, LOTE 11E 1.;LISBOA;1950-096;LISBOA;LISBOA;LISBOA;218361400;218361491;;;503758809;100478634;190;Director de Marketing;Dra.;Isabel Cardoso
453046575;21201;SERVIER PORTUGAL - ESPECIALIDADES FARMACÊUTICAS, LDA;AVENIDA ANTÓNIO AUGUSTO DE AGUIAR, 128;LISBOA;1069-133;LISBOA;LISBOA;LISBOA;213122000;213122090;financeiro.servier@pt.netgrs.com;www.servier.com;502177420;100357722;61;Director de Marketing;Dr.;António Passas
449193622;46690;SCHNEIDER ELECTRIC PORTUGAL - APARELHAGEM ELÉCTRICA, LDA;AVENIDA MARECHAL CRAVEIRO LOPES, 6;LISBOA;1700-284;LISBOA;LISBOA;LISBOA;217507100;217507101;webmasterpt@pt.schneider-electric.com;www.schneider-electric.pt;500281858;100255994;203;Director de Marketing;Dra.;Sílvia Gonçalves
449103696;32501;ESSILOR PORTUGAL - SOCIEDADE INDUSTRIAL DE ÓPTICA, LDA;RUA DO PINO VERDE, 2/2A - EDIFÍCIO ESSILOR;RIO DE MOURO;2635-225;RIO DE MOURO;SINTRA;LISBOA;219179800;219162225;essilor@essilor.pt;www.essilor.pt;500346631;99657646.93;408;Director de Marketing;Dra.;Margarida Barata
449111756;41200;ALBERTO MARTINS DE MESQUITA & FILHOS, S.A.;RUA SOUTO, 1;MAIA;4470-215;MAIA;MAIA;PORTO;229431200;229431290;amm@ammesquita.pt;www.ammesquita.pt;500013357;99402180.42;249;Director de Marketing;;Vitor Nascimento
452671696;45110;HONDA PORTUGAL, S.A.;RUA FONTES PEREIRA DE MELO, 16;ABRUNHEIRA;2714-506;SINTRA;SINTRA;LISBOA;219155300;219258887;honda.automoveis@honda.eu.com;www.honda.pt;502211334;99362229.41;80;Director de Marketing;Dr.;Carlos Carvalho
449638928;46510;TELEPAC II - COMUNICAÇÕES INTERACTIVAS, S.A.;RUA ANDRADE CORVO, 6;LISBOA;1050-009;LISBOA;LISBOA;LISBOA;217907000;217907001;telepac.mkt@mail.telepac.pt;www.telepac.pt;504531328;99158378;179;Director de Marketing;Dr.;Pedro Nunes
452220155;10830;NOVADELTA - COMÉRCIO E INDÚSTRIA DE CAFÉS, S.A.;AVENIDA INFANTE DOM HENRIQUE, 151A;LISBOA;1950-406;LISBOA;LISBOA;LISBOA;268680000;218682741;geral@delta-cafes.pt;www.delta-cafes.pt;501471391;98716639.12;392;Director de Marketing;Dr.;João Manuel Gonçalves Nabeiro
453608291;56103;IBERUSA - HOTELARIA E RESTAURAÇÃO, S.A.;PRAÇA DO BOM SUCESSO, 105/159 9º - EDIFÍCIO PENINSULA;PORTO;4150-146;PORTO;PORTO;PORTO;226089700;226064009;apafonso@ibersol.pt;www.ibersol.pt;502604735;98149111.99;2982;Director de Marketing;;Ana Miranda
336023440;53200;CTT EXPRESSO - SERVIÇOS POSTAIS E LOGÍSTICA, S.A.;MERCADO ABASTECEDOR DE LISBOA - QUINTANILHO;MARL;2664-500;SÃO JULIÃO DO TOJAL;LOURES;LISBOA;219926300;219926394;ems@cttexpresso.pt;www.cttexpresso.pt;504520296;98006245.87;1098;Director de Marketing;Dra.;Purificação Fazenda Guilherme
452237506;46720;ACAIL - INDÚSTRIA E COMÉRCIO DE FERRO E AÇOS, S.A.;CABOMONTE;CABOMONTE;4520-704;SOUTO VFR;SANTA MARIA DA FEIRA;AVEIRO;256800050;256800059;recepcao@acailgrupo.pt;www.acailgrupo.pt;500303037;96362472.31;126;Director de Marketing;Dra.;Ana Paula Pinho Andrade Pinheiro
450515135;50200;TRANSINSULAR - TRANSPORTES MARÍTIMOS INSULARES, S.A.;DOCA ALCÂNTARA LADO NORTE - EDIFÍCIO GONÇALVES ZARCO;LISBOA;1399-015;LISBOA;LISBOA;LISBOA;211128430;213927067;ti.ship@mail.telepac.pt;www.transinsular.pt;501532889;95647562.23;111;Director de Marketing;;Cândido Martins Lameiras
452558570;56103;SISTEMAS MCDONALD'S PORTUGAL, LDA;RUA DOUTOR JOSÉ JOAQUIM DE ALMEIDA, 2 3ºB - SANTO AMARO DE OEIRAS;OEIRAS;2784-510;OEIRAS;OEIRAS;LISBOA;214405300;214405400;sandra.costa@pt.mcd.com;www.mcdonalds.pt;502167017;94805229;1524;Director de Marketing;Dr.;António Filipe
452321193;42990;DOMINGOS DA SILVA TEIXEIRA, S.A.;RUA DOS PITANCINHOS;PALMEIRA;4700-727;PALMEIRA BRG;BRAGA;BRAGA;253307200;253307210;geral@dstsgps.com;www.dstsgps.com;501489126;93427851.9;488;Director de Marketing;;Margarida Pereira
450335948;10130;SICASAL - INDÚSTRIA E COMÉRCIO DE CARNES, S.A.;RUA INDÚSTRIA, S/N;VILA FRANCA DO ROSÁRIO;2669-001;VILA FRANCA DO ROSÁRIO;MAFRA;LISBOA;261780500;261780536;sicasal@mail.telepac.pt;www.sicasal.pt;500247196;92746520.54;658;Director de Marketing;Dra.;Filomena Mota da Silva Carvalho
455438085;35220;LISBOAGÁS GDL - SOCIEDADE DISTRIBUIDORA DE GÁS NATURAL DE LISBOA, S.A.;RUA TOMÁS DA FONSECA, TORRE C - EDIFÍCIO GALP;LISBOA;1600-209;LISBOA;LISBOA;LISBOA;218655400;218682599;gdpdos@mail.telepac.pt;www.galpenergia.com;503517666;92688288.05;282;Director de Marketing;;Mauro Rinaldo
449170893;27320;SOLIDAL - CONDUTORES ELÉCTRICOS, S.A.;PAÇO;ESPOSENDE;4740-475;ESPOSENDE;ESPOSENDE;BRAGA;253969420;253964910;solidal@mail.telepac.pt;www.solidal.pt;500272182;92603750.11;174;Director de Marketing;;Gaspar Anjo
336668459;62090;DIGITMARKET - SISTEMAS DE INFORMAÇÃO, S.A.;RUA VIRIATO, 13E NÚCLEO 6 3ºESQ. - EDIFÍCIO PICOAS PLAZA;LISBOA;1050-233;LISBOA;LISBOA;LISBOA;210114650;210129242;info@bizdirect.pt;www.bizdirect.pt;505046555;92000000;30;Director de Marketing;;Jorge Manuel Rodrigues
454852328;52291;GEFCO (PORTUGAL) - TRANSITÁRIOS, LDA;AVENIDA TOMÁS RIBEIRO, 43 4º PISO-FRACÇÃO 4D E 4H - EDIFÍCIO NEOPARK;CARNAXIDE;2790-463;CARNAXIDE;OEIRAS;LISBOA;214169800;214169850;info.portugal@gefco.net;www.gefco.net;502719176;90745524.02;182;Director de Marketing;;Natália Ribeiro
454815754;45110;MAZDA MOTOR DE PORTUGAL, LDA;RUA ROSA ARAÚJO, 2 1º;LISBOA;1250-195;LISBOA;LISBOA;LISBOA;213512770;213512771;mp.marketing@mail.telepac.pt;www.mazda.pt;503418854;89756727.58;23;Director de Marketing;Dr.;Pedro Botelho
449153485;49310;COMPANHIA CARRIS DE FERRO DE LISBOA, S.A.;RUA 1º DE MAIO, 101/103;LISBOA;1300-474;LISBOA;LISBOA;LISBOA;213613000;213613069;ccfl.adm@mail.telepac.pt;www.carris.pt;500595313;89469966.83;2511;Director de Marketing;Eng.;Maria João Branco
452281421;94995;SERVIÇO DE UTILIZAÇÃO COMUM DOS HOSPITAIS (SUCH);AVENIDA BRASIL, 53 PAVILHÃO 33A - PARQUE DE SAÚDE DE LISBOA;LISBOA;1700-063;LISBOA;LISBOA;LISBOA;217923400;217954626;loliveira@somos.pt;www.somos.pt;500900469;89296860.82;3033;Director de Marketing;;Helena Manuela Ramos Peixoto Guimarães
454241126;27320;YAZAKI SALTANO DE OVAR - PRODUTOS ELÉCTRICOS, LDA;AVENIDA DOM MANUEL I - ZONA INDUSTRIAL DE OVAR;OVAR;3880-109;OVAR;OVAR;AVEIRO;256580300;256580307;yse@yazaki-europe.com;www.yazaki-group.com;502891084;88876078.31;894;Director de Marketing;Dr.;José Manuel Rodrigues Matos
452250475;16294;ABEL DA COSTA TAVARES, LDA;RUA 1, 642 - ZONA INDUSTRIAL DO CASALINHO;LOUROSA;4535-155;LOUROSA;SANTA MARIA DA FEIRA;AVEIRO;227471030;227471039;act@abeltavares.pt;www.abeltavares.pt;500128162;88615676.54;162;Director de Marketing;;Sandra Tavares
450510805;23630;LAFARGE BETÕES, S.A.;RUA QUINTA DAS PALMEIRAS, 91 1ºA/B/C - TORRE MADRID;OEIRAS;2780-154;OEIRAS;OEIRAS;LISBOA;214569410;214569439;info@pt.lafarge.com;www.lafarge.pt;500999821;87354802.45;164;Director de Marketing;Eng.;Luís Manuel Bernardo Branco Pereira
453144537;46430;BSHP - ELECTRODOMÉSTICOS, SOCIEDADE UNIPESSOAL, LDA;RUA ALTO DO MONTIJO, 15;CARNAXIDE;2790-012;CARNAXIDE;OEIRAS;LISBOA;214250600;214250639;;www.bsh-group.com;501861718;86148970.69;134;Director de Marketing;;Claus Klozenbuecher
453350464;79110;GEOTUR - VIAGENS E TURISMO, S.A.;RUA C, EDIFICIO 124 PISO 5. - AEROPORTO DE LISBOA;LISBOA;1749-032;LISBOA;LISBOA;LISBOA;218422700;218474261;gtmail@geotur.com;www.geotur.com;502485558;85933506.39;182;Director de Marketing;;Bruno Simões
454285602;27320;COFICAB PORTUGAL - COMPANHIA DE FIOS E CABOS, LDA;E.N. 18.1 KM 2-5, LOTE 46;VALE DE ESTRELA;6300-230;VALE DE ESTRELA;GUARDA;GUARDA;271205090;271205099;coficab.portugal@coficab.com;www.coficab.com;503062928;85042625.99;207;Director de Marketing;;António Vaz
450063748;41200;MANUEL RODRIGUES GOUVEIA, S.A.;URBANIZAÇÃO ALTO SOL, LOTE 4-APARTADO 8045 - ALTO DA RELVINHA;COIMBRA;3025-028;COIMBRA;COIMBRA;COIMBRA;239863200;239840085;mrg@mrg.pt;www.mrg.pt;500739749;85008214.16;163;Director de Marketing;Dra.;Filomena Correia
449133057;27330;LEGRAND ELÉCTRICA, S.A.;ESTRADA ALAGOA, 96;REBELVA;2775-716;CARCAVELOS;CASCAIS;LISBOA;214548800;214548886;contacto@legrand.pt;www.legrand.pt;500266913;84424251;405;Director de Marketing;Dra.;Sabine Linares
449907575;23131;SAINT-GOBAIN MONDEGO, S.A.;RUA DA VIDREIRA, 68;FONTELA;3090-641;FIGUEIRA DA FOZ;FIGUEIRA DA FOZ;COIMBRA;233403100;233403135;rosa.coutinho@saint-gobain.com;www.sgmondego.com;501793160;83619751.19;237;Director de Marketing;Dr.;Paulo Jorge Tavares Pinto
336672147;10120;AVIBOM - AVÍCOLA, S.A.;VILA FACAIA - EDIFÍCIO AVIBOM;VILA FACAIA;2565-642;RAMALHAL;TORRES VEDRAS;LISBOA;261910200;261911333;geral@avibom.pt;www.avibom.pt;503742732;83254948.97;400;Director de Marketing;Dra.;Lucilina Correia Sobreiro
449095868;58110;PORTO EDITORA, LDA;RUA RESTAURAÇÃO, 365;PORTO;4050-506;PORTO;PORTO;PORTO;226088300;226088301;pe@portoeditora.pt;www.portoeditora.pt;500221103;83023905.98;247;Director de Marketing;;José Paixão
452513989;27200;EXIDE TECHNOLOGIES, LDA;AVENIDA DOUTOR CARLOS LEAL;CASTANHEIRA DO RIBATEJO;2600-619;CASTANHEIRA DO RIBATEJO;VILA FRANCA DE XIRA;LISBOA;263200800;263200865;exide_portugal@exideworld.com;www.tudor-sa.pt;501672796;82550151.33;527;Director de Marketing;;José Amilcar Nascimento
449060003;46460;JANSSEN - CILAG FARMACÊUTICA, LDA;ESTRADA CONSIGLIERI PEDROSO, 69A;QUELUZ DE BAIXO;2730-055;BARCARENA;OEIRAS;LISBOA;214368835;214357506;;;500189412;82491509.9;178;Director de Marketing;Dr.;Pedro Malha
453130593;78200;TEMPO TEAM RECURSOS HUMANOS, EMPRESA DE TRABALHO TEMPORÁRIO, LDA;AVENIDA DA REPÚBLICA, 26;LISBOA;1069-228;LISBOA;LISBOA;LISBOA;210105400;213307904;info.psicoemprego@vedior.pt;www.vedior.pt;502039876;81562319.78;8183;Director de Marketing;Dr.;Mário Jorge Rodrigues Costa
454205188;45110;SANTOGAL P - COMÉRCIO E REPARAÇÃO DE AUTOMÓVEIS, LDA;RUA DOM LUÍS DE NORONHA, 40;LISBOA;1069-081;LISBOA;LISBOA;LISBOA;217991560;213880983;info@santogal.pt;www.autorepublica.pt;503019569;80641671;271;Director de Marketing;Dra.;Dora Rosario
449001841;23110;SAINT GOBAIN GLASS PORTUGAL, VIDRO PLANO, S.A.;ESTRADA NACIONAL 10 - SÍTIO DOM PEDRO;SANTA IRIA DE AZÓIA;2690-230;SANTA IRIA DE AZÓIA;LOURES;LISBOA;219534600;219534627;mkt.sggp@saint-gobain.com;www.saint-gobain-glass.com;500079897;80085836.48;55;Director de Marketing;Eng.;Artur Brandão
337362052;01470;AVIPRONTO - PRODUTOS ALIMENTARES, S.A.;ESTRADA NACIONAL 3, KM 8,5;AZAMBUJA;2050-306;AZAMBUJA;AZAMBUJA;LISBOA;263406400;263406429;;www.avipronto.pt;506094758;79253083.35;622;Director de Marketing;;Vitor Pereira
449000447;20110;SOCIEDADE PORTUGUESA DO AR LÍQUIDO ARLÍQUIDO, LDA;RUA DOUTOR ANTÓNIO LOUREIRO BORGES, 4 2º - ARQUIPARQUE;MIRAFLORES;1495-131;ALGÉS;OEIRAS;LISBOA;214164900;214164940;linha.directa@airliquide.pt;www.airliquide.pt;500261512;78785767;204;Director de Marketing;Eng.;José Marques
453196099;77110;LOCARENT - COMPANHIA PORTUGUESA DE ALUGUER DE VIATURAS, S.A.;LAGOAS PARK, EDIFÍCIO 11 3. PISO;PORTO SALVO;2740-270;PORTO SALVO;OEIRAS;LISBOA;214873500;214232795;apoio.condutor@locarent.pt;www.locarent.pt;502443880;78738577.42;37;Director de Marketing;Dr.;José António Português
449065291;16295;AMORIM - REVESTIMENTOS, S.A.;RUA RIBEIRINHO, 202;OLEIROS;4535-472;SÃO PAIO DE OLEIROS;SANTA MARIA DA FEIRA;AVEIRO;227475600;227475601;geral@amorim_revestimentos.pt;www.wicanders.com;500137927;78503389.65;495;Director de Marketing;;Marcel Kies
453436966;10912;SAPROGAL PORTUGAL - AGRO-PECUÁRIA, S.A.;ESTRADA NACIONAL 3, KM 25,6;VILA CHÃ DE OURIQUE;2070-621;VILA CHÃ DE OURIQUE;CARTAXO;SANTARÉM;243701300;243701383;saprogal@saprogal.pt;www.saprogal.com;502578092;77923781;170;Director de Marketing;;João Carlos Silva Lobo
338048838;45110;NASAMOTOR - VEÍCULOS E PEÇAS, S.A.;ESTRADA CIRCUNVALAÇÃO, 11124;SENHORA DA HORA;4460-280;SENHORA DA HORA;MATOSINHOS;PORTO;229570600;229577231;circunvalacao@nasamotor.pt;www.nasamotor.pt;503737526;77479288.59;272;Director de Marketing;Eng.;Eduardo Vasconcelos
453388266;26110;EFACEC - SISTEMAS DE ELECTRÓNICA, S.A.;RUA ENGENHEIRO FREDERICO ULRICH - MOREIRA;MAIA;4470-605;MAIA;MAIA;PORTO;229402000;229485424;se@efacec.pt;www.efacec.pt;502533447;75444587.53;356;Director de Marketing;Eng.;Rocha Almeida
449001460;58190;ITT - PAGINAS AMARELAS, S.A.;AVENIDA DA REPÚBLICA, 50-6º;LISBOA;1050-196;LISBOA;LISBOA;LISBOA;217906000;217935713;;;500137684;75136555.93;567;Director de Marketing;Dr.;João Carlos Alves
455005991;46732;MODELO - DISTRIBUIÇÃO DE MATERIAIS DE CONSTRUÇÃO, S.A.;ESPIDO - VIA NORTE;MAIA;4470-177;MAIA;MAIA;PORTO;229561978;229561067;;www.maxmat.pt;503246468;74955138.26;600;Director de Marketing;;António Rodrigues
455045989;11021;SYMINGTON - VINHOS, S.A.;TRAVESSA BARÃO DE FORRESTER, 86;VILA NOVA DE GAIA;4400-034;VILA NOVA DE GAIA;VILA NOVA DE GAIA;PORTO;223776300;223776301;symington@symington.com;www.symington.com;503249173;74781060.71;392;Director de Marketing;;Paul Douglas Symington
449158054;25290;AMTROL-ALFA, METALOMECÂNICA, S.A.;PONTELHÕES;BRITO;4805-031;BRITO;GUIMARÃES;BRAGA;253540200;253540222;sales@amtrol-alfa.com;www.amtrol-alfa.com;500216738;73830214.21;557;Director de Marketing;Eng.;Tiago Teixeira Rego de Oliveira
450477450;22210;INTRAPLÁS - INDÚSTRIA TRANSFORMADORA DE PLÁSTICOS, S.A.;RUA DA INDUSTRIA;REBORDÕES;4795-207;REBORDÕES;SANTO TIRSO;PORTO;252820370;252820370;comercial@intraplas.pt;www.intraplas.pt;500140944;73820312.89;280;Director de Marketing;;Armindo Alberto Areias Machado
337303940;52211;LUSOSCUT - AUTO ESTRADAS DO GRANDE PORTO, S.A.;RUA ANTERO DE QUENTAL, 381 3º - EDIFÍCIO ARIANE;PERAFITA;4455-586;PERAFITA;MATOSINHOS;PORTO;229997490;229940535;geral@aenor.pt;www.aenor.pt;506252043;73758364.87;16;Director de Marketing;Dra.;Suzete Clarisse Coutinho Pires
450477203;21201;LABESFAL - LABORATÓRIOS ALMIRO, S.A.;ZONA INDUSTRIAL DO LAGEDO;SANTIAGO DE BESTEIROS;3465-157;SANTIAGO DE BESTEIROS;TONDELA;VISEU;232831100;232831112;labesfal@labesfal.pt;www.labesfal.pt;501169580;73626032.86;358;Director de Marketing;Dr.;Paulo Mendes
450509005;46460;LILLY PORTUGAL - PRODUTOS FARMACÊUTICOS, LDA;RUA CESÁRIO VERDE, 5 4º;LINDA-A-PASTORA;2790-326;QUEIJAS;OEIRAS;LISBOA;214126600;214126600;pt.geral@lilly.com;www.lilly.com;500165602;73522696.02;161;Director de Marketing;Dr.;António Luís Gonçalves Leão
449000579;12000;TABAQUEIRA - EMPRESA INDUSTRIAL DE TABACOS, S.A.;AVENIDA ALFREDO DA SILVA, 35 - FABRICA DA TABAQUEIRA;ALBARRAQUE;2635-101;RIO DE MOURO;SINTRA;LISBOA;219157700;219153038;tabaqueira@pmintl.com;www.tabaqueira.pt;500834784;73293575.46;504;Director de Marketing;;Paulo Veiga
452351026;46390;AVILUDO - INDÚSTRIA E COMÉRCIO DE PRODUTOS ALIMENTARES, S.A.;SEMINO;SEMINO;8125-303;QUARTEIRA;LOULÉ;FARO;289300320;241360689;aviludo.sa@mail.telepac.pt;www.aviludo.pt;501476180;73270740.52;384;Director de Marketing;Dra.;Carina Beja
449011725;45110;FILINTO MOTA, SUCESSORES, S.A.;RUA PINTO BESSA, 550 1º;PORTO;4300-428;PORTO;PORTO;PORTO;225151500;225151504;filintomota@filintomota.pt;www.filintomota.pt;500115966;72861846.1;198;Director de Marketing;Dr.;Orlando Manuel Moreira Pereira da Mota
449047802;45190;EVICAR - COMÉRCIO DE CAMIÕES, S.A.;AVENIDA SEVERIANO FALCÃO, LOTE 15 - EDIFÍCIO EVICAR;PRIOR VELHO;2685-378;PRIOR VELHO;LOURES;LISBOA;219429200;219429201;evicar@evicar.pt;www.evicar.pt;500102627;72468946.99;4;Director de Marketing;Dra.;Carla Duarte
449031350;23420;ROCA, S.A.;PONTE DA MADALENA;PONTE DA MADALENA;2420-422;COLMEIAS;LEIRIA;LEIRIA;244720000;244722373;geral@roca-sa.com;www.roca.pt;500203466;72437563.97;688;Director de Marketing;Eng.;Artur Silva
449208560;45110;SOCIEDADE COMERCIAL C.SANTOS, LDA;RUA DA ESTRADA, 95;MAIA;4470-600;MAIA;MAIA;PORTO;229400400;229400490;geral@soccsantos.pt;www.soccsantos.pt;500676372;72216781.1;253;Director de Marketing;Dra.;Sónia Fernanda Moreira Nogueira
449086776;45110;FERNANDO SIMÃO - SOCIEDADE DE COMÉRCIO DE AUTOMÓVEIS E REPRESENTAÇÕES, LDA;RUA DA ALEGRIA, 853;PORTO;4000-047;PORTO;PORTO;PORTO;226191500;226176715;fscar@mail.telepac.pt;www.gfs.pt;500112967;71932415.47;231;Director de Marketing;Dr.;Ricardo Simões
453919144;45190;SCANIA PORTUGAL, S.A.;ESTRADA NACIONAL 10 AO KM 11, EDIFÍCIO CIMPOMOVEL;SANTA IRIA DE AZÓIA;2690-370;SANTA IRIA DE AZÓIA;LOURES;LISBOA;219569300;219563880;scania.fle@cvp.pt;www.scania.pt;502929995;71894804.89;232;Director de Marketing;;Oscar Jaern
